1753616811600, 359.9444230942341, false, true, 1, 0
1753616811762, 359.8888461817981, false, false, 1, 0
1753616811828, 355.10923664151005, false, false, 1, 0
1753616812961, 354.8869302057254, false, false, 1, 0
1753616813195, 354.94250702811496, false, false, 1, 0
1753616813261, 358.3326944745392, false, false, 1, 0
1753616813327, 5.50211053920937, false, false, 1, 0
1753616813394, 9.72596995827107, false, false, 1, 0
1753616813461, 13.449643952242159, false, false, 1, 0
1753616813526, 21.008140462321602, false, false, 1, 0
1753616813594, 31.123198123077973, false, false, 1, 0
1753616813660, 38.07034403734344, false, false, 1, 0
1753616813728, 39.51533202796217, false, false, 1, 0
1753616813794, 39.126284452838235, false, false, 1, 0
1753616813861, 37.9591553878448, false, false, 1, 0
1753616813927, 35.013550930912174, false, false, 1, 0
1753616813994, 33.846415035729564, false, false, 1, 0
1753616814061, 33.90199228500596, false, false, 1, 0
1753616814127, 36.23622992442533, false, false, 1, 0
1753616814193, 45.18416022773555, false, false, 1, 0
1753616814261, 65.46989036456512, true, false, 1, 0
1753616814326, 79.25304818511077, false, false, 1, 0
1753616814393, 81.36498365761373, false, false, 1, 0
1753616814460, 80.698056666297, false, false, 1, 0
1753616814527, 80.30901592136226, false, false, 1, 0
1753616814593, 78.30823494741207, false, false, 1, 0
1753616814659, 79.58651168076914, false, false, 1, 0
1753616814726, 94.03659649263152, false, false, 1, 0
1753616814792, 109.70938078857455, false, false, 1, 0
1753616814859, 118.04554470830507, false, false, 1, 0
1753616814925, 119.37923476639844, false, false, 1, 0
1753616814993, 119.60151644274734, false, false, 1, 0
1753616815060, 119.60151644274734, false, false, 1, 0
1753616815125, 131.04902277471544, false, false, 1, 0
1753616815192, 148.83155688262704, false, false, 1, 0
1753616815258, 156.2224226212278, false, false, 1, 0
1753616815326, 157.22269016479783, false, false, 1, 0
1753616815426, 157.27826058388504, false, false, 1, 0
1753616815491, 163.2798658453052, false, false, 1, 0
1753616815559, 178.83958318972785, true, false, 1, 0
1753616815625, 192.5654803467378, false, false, 1, 0
1753616815691, 198.56708560815795, false, false, 1, 0
1753616815759, 199.90077566625132, false, false, 1, 0
1753616815826, 204.0129866787059, false, false, 1, 0
1753616815891, 218.3501548032096, false, false, 1, 0
1753616815958, 226.2967247326826, false, false, 1, 0
1753616816025, 229.51980903974157, false, false, 1, 0
1753616816092, 229.8532315542649, false, false, 1, 0
1753616816159, 237.91094232191236, false, false, 1, 0
1753616816225, 250.35933091447578, false, false, 1, 0
1753616816291, 258.0289913146181, false, false, 1, 0
1753616816357, 263.6422934915339, false, false, 1, 0
1753616816425, 272.81253962213884, false, false, 1, 0
1753616816491, 285.6508842049858, false, false, 1, 0
1753616816558, 289.65244615288617, false, false, 1, 0
1753616816659, 289.5968689036098, false, false, 1, 0
1753616816724, 294.0430488457213, false, false, 1, 0
1753616816790, 307.04811151601905, true, false, 1, 0
1753616816857, 314.0508278493718, false, false, 1, 0
1753616816925, 313.0504373623967, false, false, 1, 0
1753616816990, 313.27274635950226, false, false, 1, 0
1753616817057, 319.55299943339685, false, false, 1, 0
1753616817124, 326.8336190886044, false, false, 1, 0
1753616817223, 327.33381433209195, false, false, 1, 0
1753616817291, 327.33381433209195, false, false, 1, 0
1753616817356, 338.8938753513927, false, false, 1, 0
1753616817408, 348.89778363623816, false, false, 1, 0
1753616817459, 358.5126047522068, false, false, 1, 0
1753616817524, 358.29029692904004, false, false, 2, 0
1753616817623, 358.29029682231834, false, false, 2, 0
1753616817676, 0.5133732397174371, false, false, 2, 0
1753616817727, 21.35478793062538, false, false, 2, 0
1753616817790, 35.41582858245842, false, false, 2, 0
1753616817857, 39.584108617809605, false, false, 2, 0
1753616817923, 39.139490623598455, false, false, 2, 0
1753616817989, 41.918346257228976, false, false, 2, 0
1753616818056, 59.9254091737264, true, false, 2, 0
1753616818122, 71.65220877104548, false, false, 2, 0
1753616818189, 77.26551094796126, false, false, 2, 0
1753616818256, 77.59897444361961, false, false, 2, 0
1753616818322, 85.37978934231474, false, false, 2, 0
1753616818389, 103.33124085858992, false, false, 2, 0
1753616818455, 114.16880446748671, false, false, 2, 0
1753616818522, 117.39193658586987, false, false, 2, 0
1753616818623, 117.05851407134654, false, false, 2, 0
1753616818689, 126.17206280165122, false, false, 2, 0
1753616818755, 131.2289709385886, false, false, 2, 0
1753616818889, 131.7291047103736, false, false, 2, 0
1753616818952, 136.78601284731096, false, false, 2, 0
1753616819021, 166.349475801714, false, false, 2, 0
1753616819088, 178.7972496772521, true, false, 2, 0
1753616819154, 188.46650624089472, false, false, 2, 0
1753616819221, 194.3014002450532, false, false, 2, 0
1753616819272, 214.80688488823876, false, false, 2, 0
1753616819323, 225.1985532575496, false, false, 2, 0
1753616819387, 236.1459258177327, false, false, 2, 0
1753616819454, 245.14833370986292, false, false, 2, 0
1753616819521, 251.1506493109568, false, false, 2, 0
1753616819589, 265.2116933778844, false, false, 2, 0
1753616819654, 272.9369310273031, false, false, 2, 0
1753616819721, 272.9369310273031, false, false, 2, 0
1753616819887, 272.99250827657954, false, false, 2, 0
1753616819954, 276.0492569867812, false, false, 2, 0
1753616820020, 282.44064065356645, false, false, 2, 0
1753616820087, 289.1099105667337, false, false, 2, 0
1753616820153, 295.1122534885842, false, false, 2, 0
1753616820221, 296.0570667262829, false, false, 2, 0
