Time, Location, On Reward, Lap Number, TTL Number
1752135843223, 235.743791600159, false, 1, 563
1752135843243, 235.743791600159, false, 1, 564
1752135843263, 235.743791600159, false, 1, 565
1752135843283, 235.743791600159, false, 1, 566
1752135843303, 235.743791600159, false, 1, 567
1752135843322, 235.79936201924625, false, 1, 568
1752135843342, 235.743791600159, false, 1, 569
1752135843363, 235.743791600159, false, 1, 570
1752135843383, 235.743791600159, false, 1, 571
1752135843403, 235.743791600159, false, 1, 572
1752135843423, 235.743791600159, false, 1, 573
1752135843442, 235.743791600159, false, 1, 574
1752135843463, 235.743791600159, false, 1, 575
1752135843482, 235.743791600159, false, 1, 576
1752135843503, 235.743791600159, false, 1, 577
1752135843523, 235.82714722878984, false, 1, 578
1752135843542, 236.02164369559512, false, 1, 579
1752135843563, 236.02164369559512, false, 1, 580
1752135843583, 235.96607327650793, false, 1, 581
1752135843603, 235.96607327650793, false, 1, 582
1752135843622, 235.91050285742068, false, 1, 583
1752135843643, 235.82714722878984, false, 1, 584
1752135843663, 235.79936201924625, false, 1, 585
1752135843683, 235.743791600159, false, 1, 586
1752135843702, 235.743791600159, false, 1, 587
1752135843723, 235.743791600159, false, 1, 588
1752135843742, 235.743791600159, false, 1, 589
1752135843762, 235.743791600159, false, 1, 590
1752135843783, 235.743791600159, false, 1, 591
1752135843802, 235.743791600159, false, 1, 592
1752135843823, 235.743791600159, false, 1, 593
1752135843843, 235.743791600159, false, 1, 594
1752135843862, 235.743791600159, false, 1, 595
1752135843883, 235.743791600159, false, 1, 596
1752135843903, 235.743791600159, false, 1, 597
1752135843923, 235.743791600159, false, 1, 598
1752135843943, 235.743791600159, false, 1, 599
1752135843962, 235.743791600159, false, 1, 600
1752135843982, 235.743791600159, false, 1, 601
1752135844002, 235.743791600159, false, 1, 602
1752135844022, 235.743791600159, false, 1, 603
1752135844042, 235.743791600159, false, 1, 604
1752135844062, 235.743791600159, false, 1, 605
1752135844083, 235.743791600159, false, 1, 606
1752135844103, 235.743791600159, false, 1, 607
1752135844122, 235.743791600159, false, 1, 608
1752135844142, 235.743791600159, false, 1, 609
1752135844162, 235.743791600159, false, 1, 610
1752135844183, 235.743791600159, false, 1, 611
1752135844203, 235.743791600159, false, 1, 612
1752135844222, 235.743791600159, false, 1, 613
1752135844242, 235.743791600159, false, 1, 614
1752135844263, 235.743791600159, false, 1, 615
1752135844282, 235.743791600159, false, 1, 616
1752135844304, 235.743791600159, false, 1, 617
1752135844323, 235.743791600159, false, 1, 618
1752135844343, 235.743791600159, false, 1, 619
